# x/R,  y/R,  z/R,  Fx (mN),  Fy (mN),  Fz (mN)
-0.715191  0.264917  0.324103  -0.000081  0.000222  -0.004166
-0.715102  0.265615  0.319774  0.000635  -0.000141  -0.003349
-0.714294  0.265794  0.316669  0.001435  -0.000867  -0.002425
-0.712730  0.265221  0.314790  0.002240  -0.001488  -0.001720
-0.710352  0.264080  0.313566  0.002990  -0.001745  -0.001446
-0.707299  0.262703  0.312332  0.003709  -0.001659  -0.001333
-0.703556  0.261412  0.311073  0.004470  -0.001274  -0.000877
-0.699095  0.260557  0.310325  0.005261  -0.000658  0.000049
-0.693795  0.260319  0.310546  0.005967  -0.000059  0.001099
-0.687708  0.260502  0.311706  0.006512  0.000132  0.001925
-0.680970  0.260563  0.313555  0.006875  -0.000151  0.002452
-0.673859  0.260154  0.315810  0.007074  -0.000574  0.002698
-0.666632  0.259402  0.318178  0.007154  -0.000729  0.002711
-0.659457  0.258721  0.320447  0.007127  -0.000503  0.002631
-0.652460  0.258427  0.322644  0.007009  -0.000047  0.002636
-0.645753  0.258632  0.324902  0.006836  0.000410  0.002753
-0.639339  0.259170  0.327299  0.006678  0.000660  0.002874
-0.633024  0.259744  0.329780  0.006509  0.000542  0.002918
-0.626709  0.259823  0.332307  0.006228  0.000083  0.002885
-0.620378  0.259191  0.334812  0.005795  -0.000417  0.002793
-0.614370  0.258000  0.337181  0.005205  -0.000678  0.002697
-0.609069  0.256726  0.339246  0.004561  -0.000697  0.002539
-0.604729  0.255634  0.340818  0.003963  -0.000714  0.002191
-0.600962  0.254628  0.341703  0.003540  -0.000882  0.001543
-0.597317  0.253520  0.341790  0.003147  -0.001124  0.000794
-0.593744  0.252331  0.341325  0.002617  -0.001267  0.000293
-0.590543  0.251250  0.340723  0.002057  -0.001303  0.000063
-0.587791  0.250255  0.340134  0.001621  -0.001344  -0.000237
-0.585598  0.249179  0.339189  0.001170  -0.001485  -0.000903
-0.584272  0.247747  0.337419  0.000493  -0.001723  -0.001776
-0.583925  0.245940  0.334730  -0.000378  -0.001886  -0.002466
-0.584458  0.243965  0.331508  -0.001348  -0.001885  -0.002634
-0.585676  0.242080  0.328370  -0.002374  -0.001763  -0.002296
-0.587832  0.240352  0.325733  -0.003406  -0.001597  -0.001795
-0.591167  0.238703  0.323416  -0.004178  -0.001287  -0.001524
-0.595448  0.237194  0.321117  -0.004493  -0.000791  -0.001626
-0.600045  0.235976  0.318470  -0.004411  -0.000266  -0.001955
-0.604419  0.235184  0.315469  -0.004091  -0.000041  -0.002152
-0.608322  0.234586  0.312413  -0.003712  -0.000101  -0.001945
-0.611863  0.234227  0.309767  -0.003417  0.000039  -0.001326
-0.615128  0.234426  0.307907  -0.003234  0.000680  -0.000523
-0.618153  0.235521  0.306818  -0.003226  0.001544  0.000133
-0.621173  0.237278  0.306246  -0.003359  0.002010  0.000358
-0.624334  0.239124  0.305608  -0.003479  0.001742  0.000089
-0.627549  0.240380  0.304620  -0.003374  0.000805  -0.000270
-0.630516  0.240587  0.303586  -0.002933  -0.000459  -0.000124
-0.632797  0.239560  0.303487  -0.002131  -0.001561  0.000769
-0.634078  0.237746  0.305075  -0.001226  -0.002058  0.001837
-0.634417  0.235972  0.308163  -0.000388  -0.001971  0.002439
-0.633808  0.234671  0.311979  0.000443  -0.001634  0.002602
-0.632302  0.233884  0.315997  0.001355  -0.001398  0.002924
-0.629939  0.233148  0.320362  0.002297  -0.001457  0.003710
-0.626901  0.232078  0.325239  0.003062  -0.001785  0.004682
-0.623437  0.230404  0.330593  0.003611  -0.002140  0.005445
-0.619645  0.228363  0.336136  0.003987  -0.002324  0.005870
-0.615600  0.226134  0.341781  0.004236  -0.002381  0.006034
-0.611420  0.223840  0.347387  0.004401  -0.002461  0.005951
-0.607137  0.221339  0.352769  0.004536  -0.002621  0.005723
-0.602728  0.218532  0.357890  0.004492  -0.002822  0.005440
-0.598318  0.215336  0.362816  0.004193  -0.003045  0.005170
-0.594107  0.211858  0.367520  0.003611  -0.003161  0.004996
-0.590545  0.208541  0.371934  0.002851  -0.003055  0.004960
-0.587699  0.205691  0.376206  0.002234  -0.002818  0.004948
-0.585282  0.203252  0.380439  0.002044  -0.002761  0.004680
-0.582811  0.200674  0.384374  0.002258  -0.003060  0.004014
-0.580114  0.197562  0.387567  0.002523  -0.003608  0.003101
-0.577334  0.193671  0.389814  0.002479  -0.004097  0.002280
-0.574894  0.189312  0.391361  0.002022  -0.004239  0.001687
-0.573206  0.184894  0.392394  0.001373  -0.003999  0.001124
-0.572362  0.180867  0.392826  0.000918  -0.003503  0.000404
-0.571992  0.177430  0.392538  0.000849  -0.002983  -0.000340
-0.571659  0.174599  0.391770  0.000877  -0.002680  -0.000741
-0.571407  0.172070  0.390923  0.000563  -0.002670  -0.000812
-0.571571  0.169537  0.390041  -0.000215  -0.002752  -0.000974
-0.572494  0.166952  0.388714  -0.001074  -0.002791  -0.001615
-0.573958  0.164268  0.386371  -0.001553  -0.002914  -0.002587
-0.575541  0.161333  0.383007  -0.001508  -0.003183  -0.003542
-0.576807  0.158090  0.378719  -0.001205  -0.003275  -0.004356
-0.577828  0.155045  0.373644  -0.001138  -0.002881  -0.005051
-0.579110  0.152605  0.367814  -0.001475  -0.002117  -0.005582
-0.580971  0.150950  0.361492  -0.001943  -0.001278  -0.005862
-0.583250  0.149943  0.355066  -0.002080  -0.000510  -0.005987
-0.585285  0.149582  0.348750  -0.001632  0.000159  -0.006028
-0.586485  0.149760  0.342624  -0.000672  0.000545  -0.005956
-0.586486  0.150120  0.336543  0.000558  0.000523  -0.005614
-0.585208  0.150313  0.330710  0.001893  0.000256  -0.004897
-0.582619  0.150221  0.325499  0.003080  0.000019  -0.003955
-0.579097  0.149977  0.321170  0.003821  0.000010  -0.003125
-0.575236  0.149790  0.317579  0.004071  0.000266  -0.002662
-0.571548  0.149883  0.314431  0.004040  0.000662  -0.002525
-0.568150  0.150302  0.311708  0.004090  0.000944  -0.002523
-0.564683  0.150917  0.309431  0.004444  0.000909  -0.002398
-0.560601  0.151462  0.307730  0.005155  0.000610  -0.001878
-0.555217  0.151847  0.306817  0.006080  0.000254  -0.000819
-0.548556  0.152096  0.307009  0.006908  -0.000029  0.000472
-0.541066  0.152255  0.308094  0.007402  -0.000185  0.001524
-0.533461  0.152365  0.309696  0.007487  -0.000239  0.002204
-0.526138  0.152386  0.311677  0.007300  -0.000253  0.002538
-0.519155  0.152314  0.313842  0.007080  -0.000260  0.002334
-0.512344  0.152157  0.315704  0.007049  -0.000322  0.001448
-0.505442  0.151895  0.316597  0.007233  -0.000448  0.000330
-0.498072  0.151503  0.316670  0.007452  -0.000546  -0.000239
-0.490123  0.151069  0.316646  0.007493  -0.000497  0.000020
-0.481951  0.150768  0.317144  0.007215  -0.000338  0.000599
-0.474224  0.150597  0.318003  0.006596  -0.000269  0.000929
-0.467620  0.150384  0.318868  0.005736  -0.000371  0.000805
-0.462273  0.150022  0.319363  0.004822  -0.000601  0.000386
-0.458027  0.149509  0.319463  0.003983  -0.000893  -0.000030
-0.454452  0.148833  0.319327  0.003346  -0.001145  -0.000274
-0.451067  0.148008  0.319071  0.002860  -0.001192  -0.000478
-0.447764  0.147167  0.318568  0.002333  -0.000973  -0.000894
-0.444952  0.146487  0.317470  0.001679  -0.000678  -0.001547
-0.442965  0.145954  0.315676  0.001067  -0.000503  -0.002145
-0.441698  0.145519  0.313389  0.000588  -0.000454  -0.002461
-0.440957  0.145151  0.310987  0.000092  -0.000549  -0.002531
-0.440784  0.144652  0.308640  -0.000596  -0.000838  -0.002534
-0.441508  0.143806  0.306220  -0.001342  -0.001178  -0.002667
-0.443101  0.142639  0.303300  -0.001811  -0.001351  -0.002989
-0.445204  0.141410  0.299721  -0.001979  -0.001300  -0.003297
-0.447458  0.140297  0.295825  -0.002174  -0.001109  -0.003254
-0.449994  0.139351  0.292258  -0.002738  -0.000798  -0.002715
-0.453169  0.138637  0.289468  -0.003581  -0.000385  -0.001960
-0.457160  0.138207  0.287261  -0.004335  -0.000128  -0.001420
-0.461804  0.137743  0.285222  -0.004737  -0.000251  -0.001185
-0.466681  0.137003  0.283168  -0.004865  -0.000575  -0.001001
-0.471456  0.136065  0.281416  -0.004911  -0.000730  -0.000630
-0.475993  0.135317  0.280283  -0.004962  -0.000509  -0.000161
-0.480481  0.135064  0.279735  -0.004991  -0.000021  0.000187
-0.485124  0.135367  0.279377  -0.004841  0.000492  0.000302
-0.489833  0.136112  0.278865  -0.004295  0.000796  0.000413
-0.494062  0.136998  0.278278  -0.003225  0.000810  0.000900
-0.497103  0.137744  0.278216  -0.001776  0.000578  0.001896
-0.498469  0.138101  0.279390  -0.000338  0.000202  0.003087
-0.498349  0.138049  0.281881  0.000665  -0.000204  0.004022
-0.497436  0.137627  0.285259  0.001197  -0.000610  0.004508
-0.496256  0.136925  0.288954  0.001668  -0.000973  0.004653
-0.494632  0.136010  0.292764  0.002411  -0.001228  0.004723
-0.492163  0.134954  0.296898  0.003241  -0.001316  0.004990
-0.488822  0.133831  0.301728  0.003807  -0.001269  0.005565
-0.484958  0.132682  0.307397  0.004037  -0.001159  0.006210
-0.480904  0.131576  0.313582  0.004115  -0.001049  0.006631
-0.476764  0.130508  0.319818  0.004175  -0.001093  0.006687
-0.472461  0.129173  0.325793  0.004267  -0.001462  0.006320
-0.467847  0.127154  0.331250  0.004401  -0.002093  0.005616
-0.462940  0.124336  0.336005  0.004388  -0.002686  0.004879
-0.458190  0.121017  0.340148  0.004014  -0.002952  0.004489
-0.454190  0.117708  0.343986  0.003310  -0.002839  0.004538
-0.451215  0.114752  0.347741  0.002596  -0.002557  0.004773
-0.448933  0.112142  0.351614  0.002159  -0.002368  0.004892
-0.446830  0.109561  0.355685  0.002080  -0.002442  0.004673
-0.444535  0.106732  0.359700  0.002200  -0.002637  0.004133
-0.442136  0.103731  0.363260  0.002232  -0.002773  0.003430
-0.439987  0.100705  0.365979  0.002010  -0.002865  0.002684
-0.438355  0.097515  0.367815  0.001587  -0.003075  0.001888
-0.437255  0.093847  0.368798  0.001213  -0.003316  0.001050
-0.436495  0.089838  0.369069  0.001018  -0.003330  0.000200
-0.435915  0.086036  0.368755  0.000927  -0.003044  -0.000613
-0.435477  0.082747  0.367923  0.000699  -0.002602  -0.001396
-0.435361  0.079904  0.366539  0.000279  -0.002103  -0.002195
-0.435623  0.077465  0.364478  -0.000274  -0.001580  -0.002972
-0.436415  0.075484  0.361666  -0.000980  -0.001212  -0.003647
-0.437980  0.073893  0.358019  -0.001879  -0.001094  -0.004119
-0.440548  0.072529  0.353717  -0.002770  -0.001252  -0.004415
-0.443824  0.071079  0.348952  -0.003199  -0.001562  -0.004724
-0.447077  0.069470  0.343817  -0.002971  -0.001894  -0.005170
-0.449682  0.067657  0.338172  -0.002301  -0.002138  -0.005689
-0.451479  0.065773  0.332021  -0.001590  -0.002048  -0.006129
-0.452652  0.064310  0.325397  -0.001034  -0.001445  -0.006388
-0.453393  0.063710  0.318454  -0.000639  -0.000378  -0.006408
-0.453823  0.064189  0.311519  -0.000237  0.000831  -0.006189
-0.453788  0.065492  0.305030  0.000365  0.001603  -0.005764
-0.452968  0.066910  0.299223  0.001189  0.001545  -0.005266
-0.451169  0.067758  0.293966  0.002077  0.000905  -0.004776
-0.448374  0.068058  0.289151  0.002869  0.000317  -0.004238
-0.444789  0.068280  0.284909  0.003475  0.000115  -0.003699
-0.440794  0.068807  0.281359  0.003862  0.000176  -0.003311
-0.436804  0.069561  0.278372  0.004068  0.000279  -0.003190
-0.432984  0.070337  0.275719  0.004329  0.000475  -0.003074
-0.428876  0.071218  0.273450  0.004936  0.000794  -0.002540
-0.423738  0.072275  0.271906  0.005890  0.000974  -0.001516
-0.417144  0.073221  0.271255  0.006884  0.000754  -0.000458
-0.409352  0.073616  0.271162  0.007587  0.000270  0.000243
-0.400995  0.073396  0.271259  0.007882  -0.000095  0.000624
-0.392888  0.072889  0.271443  0.007874  -0.000136  0.000874
-0.385266  0.072556  0.271792  0.007752  0.000077  0.001055
-0.377937  0.072599  0.272322  0.007584  0.000331  0.001111
-0.370552  0.073003  0.272983  0.007358  0.000588  0.001073
-0.363142  0.073780  0.273726  0.007042  0.000774  0.000912
-0.356090  0.074715  0.274293  0.006671  0.000669  0.000592
-0.349602  0.075363  0.274476  0.006306  0.000233  0.000208
-0.343454  0.075421  0.274210  0.005954  -0.000247  -0.000077
-0.337455  0.075011  0.273672  0.005497  -0.000443  -0.000178
-0.331794  0.074549  0.273045  0.004848  -0.000266  -0.000165
-0.326887  0.074405  0.272436  0.003932  0.000071  -0.000114
-0.323113  0.074598  0.271830  0.002856  0.000282  -0.000160
-0.320380  0.074906  0.270994  0.001946  0.000285  -0.000449
-0.318262  0.075123  0.269595  0.001517  0.000206  -0.000926
-0.316233  0.075294  0.267607  0.001608  0.000264  -0.001363
-0.314033  0.075627  0.265317  0.001831  0.000359  -0.001605
-0.311958  0.076009  0.263047  0.001841  0.000220  -0.001651
-0.310350  0.076133  0.260941  0.001606  -0.000133  -0.001671
-0.309413  0.075876  0.258701  0.001150  -0.000441  -0.001820
-0.309326  0.075383  0.256057  0.000501  -0.000512  -0.002074
-0.310157  0.074870  0.253071  -0.000209  -0.000411  -0.002317
-0.311856  0.074428  0.250053  -0.000953  -0.000339  -0.002425
-0.314309  0.074016  0.247223  -0.001715  -0.000521  -0.002401
-0.317290  0.073353  0.244552  -0.002404  -0.001007  -0.002436
-0.320549  0.072203  0.241682  -0.002965  -0.001484  -0.002642
-0.324079  0.070751  0.238428  -0.003450  -0.001574  -0.002867
-0.327992  0.069410  0.234927  -0.004003  -0.001231  -0.002841
-0.332499  0.068509  0.231583  -0.004571  -0.000671  -0.002457
-0.337334  0.068136  0.228806  -0.004908  -0.000035  -0.001839
-0.342107  0.068375  0.226684  -0.004990  0.000617  -0.001165
-0.346689  0.069250  0.225073  -0.004850  0.001149  -0.000625
-0.351170  0.070625  0.223647  -0.004485  0.001371  -0.000246
-0.355481  0.072144  0.222293  -0.003864  0.001242  0.000183
-0.359234  0.073477  0.221481  -0.002916  0.000823  0.000893
-0.361884  0.074343  0.221754  -0.001695  0.000218  0.001718
-0.363182  0.074621  0.223035  -0.000419  -0.000372  0.002260
-0.363243  0.074403  0.224681  0.000566  -0.000753  0.002422
-0.362469  0.073870  0.226287  0.001049  -0.000794  0.002554
-0.361357  0.073377  0.228032  0.001244  -0.000551  0.002901
-0.360000  0.073114  0.230230  0.001679  -0.000260  0.003395
-0.358050  0.073038  0.232996  0.002581  -0.000136  0.003953
-0.355109  0.072906  0.236461  0.003649  -0.000248  0.004584
-0.351221  0.072527  0.240775  0.004462  -0.000551  0.005245
-0.346590  0.071757  0.245997  0.004904  -0.000833  0.005717
-0.341447  0.070808  0.251903  0.005144  -0.000946  0.005723
-0.336092  0.069908  0.257790  0.005251  -0.001038  0.005241
-0.330892  0.068937  0.263073  0.005154  -0.001285  0.004652
-0.326127  0.067629  0.267714  0.004795  -0.001613  0.004387
-0.321874  0.065908  0.272103  0.004258  -0.001758  0.004569
-0.318146  0.064095  0.276610  0.003808  -0.001566  0.004888
-0.314734  0.062524  0.281162  0.003654  -0.001264  0.004942
-0.311333  0.061076  0.285530  0.003671  -0.001237  0.004654
-0.307787  0.059264  0.289704  0.003557  -0.001673  0.004183
-0.304350  0.056775  0.293616  0.003213  -0.002408  0.003591
-0.301283  0.053639  0.296982  0.002788  -0.003058  0.002875
-0.298686  0.050301  0.299468  0.002428  -0.003292  0.002154
-0.296499  0.047219  0.301154  0.002118  -0.003135  0.001569
-0.294699  0.044622  0.302306  0.001699  -0.002833  0.001082
-0.293503  0.042376  0.302992  0.001081  -0.002682  0.000551
-0.293046  0.040141  0.303027  0.000380  -0.002776  -0.000079
-0.293221  0.037645  0.302259  -0.000119  -0.002951  -0.000746
-0.293617  0.034914  0.300688  -0.000248  -0.003017  -0.001396
-0.293914  0.032150  0.298493  -0.000218  -0.002910  -0.002005
-0.294233  0.029508  0.295791  -0.000472  -0.002671  -0.002480
-0.295045  0.027124  0.292759  -0.001169  -0.002356  -0.002780
-0.296578  0.024994  0.289471  -0.002008  -0.002085  -0.003053
-0.298727  0.023001  0.285845  -0.002600  -0.001812  -0.003488
-0.301146  0.021174  0.281697  -0.002870  -0.001393  -0.004118
-0.303683  0.019774  0.276971  -0.003000  -0.000808  -0.004838
-0.306338  0.018947  0.271552  -0.003047  -0.000259  -0.005498
-0.309054  0.018655  0.265442  -0.002954  0.000035  -0.006029
-0.311709  0.018607  0.258697  -0.002702  0.000096  -0.006385
-0.314144  0.018691  0.251615  -0.002324  0.000090  -0.006515
-0.316172  0.018879  0.244631  -0.001817  0.000074  -0.006448
-0.317648  0.019129  0.237931  -0.001230  0.000154  -0.006209
-0.318529  0.019584  0.231631  -0.000562  0.000546  -0.005799
-0.318642  0.020633  0.225804  0.000268  0.001232  -0.005229
-0.317810  0.022488  0.220577  0.001243  0.001823  -0.004635
-0.315976  0.024778  0.215922  0.002203  0.001771  -0.004133
-0.313445  0.026640  0.211934  0.003035  0.000916  -0.003657
-0.310352  0.027342  0.208651  0.003866  -0.000286  -0.003067
-0.306477  0.026896  0.206101  0.004778  -0.001067  -0.002324
-0.301530  0.026066  0.204220  0.005639  -0.000905  -0.001560
-0.295508  0.025973  0.202836  0.006277  -0.000068  -0.000987
-0.288744  0.026917  0.201717  0.006652  0.000576  -0.000654
-0.281693  0.028224  0.200756  0.006831  0.000564  -0.000413
-0.274802  0.029103  0.200012  0.006914  0.000298  -0.000101
-0.268176  0.029599  0.199661  0.006996  0.000365  0.000335
-0.261652  0.030249  0.199799  0.007119  0.000791  0.000780
-0.254876  0.031288  0.200328  0.007288  0.001150  0.001056
-0.247663  0.032502  0.201014  0.007438  0.001180  0.001048
-0.240020  0.033576  0.201557  0.007473  0.000959  0.000765
-0.232296  0.034360  0.201744  0.007325  0.000672  0.000405
-0.224931  0.034830  0.201622  0.007006  0.000385  0.000234
-0.218086  0.034979  0.201463  0.006583  0.000063  0.000399
-0.211760  0.034797  0.201521  0.006090  -0.000245  0.000740
-0.205865  0.034434  0.201776  0.005572  -0.000358  0.000906
-0.200313  0.034189  0.201910  0.004990  -0.000224  0.000562
-0.195215  0.034253  0.201456  0.004296  0.000029  -0.000264
-0.190834  0.034576  0.200206  0.003576  0.000138  -0.001163
-0.187400  0.034889  0.198378  0.002945  0.000006  -0.001725
-0.184841  0.035012  0.196290  0.002464  -0.000247  -0.001840
-0.182779  0.034890  0.194180  0.001980  -0.000347  -0.001593
-0.181117  0.034729  0.192245  0.001259  -0.000161  -0.001173
-0.180141  0.034729  0.190589  0.000298  0.000134  -0.000927
-0.180083  0.034840  0.188934  -0.000532  0.000230  -0.001138
-0.180679  0.034797  0.186859  -0.000966  0.000153  -0.001741
-0.181582  0.034612  0.184161  -0.001223  0.000126  -0.002307
-0.182773  0.034421  0.181187  -0.001728  0.000131  -0.002588
-0.184698  0.034250  0.178091  -0.002563  0.000038  -0.002703
-0.187554  0.033974  0.174853  -0.003410  -0.000198  -0.002808
-0.191149  0.033550  0.171456  -0.004044  -0.000436  -0.002920
-0.195193  0.033060  0.168007  -0.004443  -0.000565  -0.003007
-0.199527  0.032586  0.164563  -0.004652  -0.000545  -0.003055
-0.204135  0.032209  0.161050  -0.004690  -0.000412  -0.003022
-0.208929  0.031951  0.157567  -0.004581  -0.000191  -0.002848
-0.213670  0.031902  0.154285  -0.004272  0.000068  -0.002613
-0.217935  0.032067  0.151318  -0.003826  0.000329  -0.002337
-0.221577  0.032489  0.148757  -0.003463  0.000550  -0.001899
-0.224829  0.033112  0.146781  -0.003337  0.000718  -0.001247
-0.228086  0.033952  0.145477  -0.003344  0.000940  -0.000466
